"","x"
"Add3",0.230078711690048
"Pxn",0.229646285942018
"Tecpr1",0.228616003687901
"Hspa1b",0.227354952425788
"Ndufs6",0.227323322386361
"Grap",0.226348343294083
"Mfng",0.226025421393758
"Magi3",0.225814705711473
"Max",0.225036466211761
"Hif1a",0.223728114025998
"Lef1",0.223648808792783
"Mfsd7c",0.223619925055371
"4931406P16Rik",0.223504208731458
"Dock9",0.223404106738615
"Myo6",0.223232628744017
"Sema3c",0.221954467834701
"Tnfaip1",0.221148664119144
"Uqcr11",0.220576649039609
"Serpinb9",0.220250414305525
"Thsd1",0.220141087042683
"Gng11",0.219697937756524
"Dnahc6",0.219668453746738
"Atp5h",0.217227708664106
"Robo4",0.216414728701715
"Xdh",0.215894344666089
"Spock2",0.215829161665363
"Aldh2",0.21175417990267
"1700020I14Rik",0.210884300224392
"Hmgb2",0.210325443072554
"Tmsb4x",0.209407335718448
"Trib2",0.209113790445204
"Hipk3",0.208417249741641
"Wwc2",0.207990199588033
"Pcbp1",0.207940411041404
"Mff",0.207830085561369
"Uba52",0.206581917074577
"Gch1",0.206435311435097
"Scarf1",0.20602477632069
"St8sia4",0.205665328251103
"Card10",0.205303206256849
"Elovl7",0.20526192370477
"Slc52a2",0.204849010716968
"Ivns1abp",0.204524646762516
"S100a13",0.204337717469234
"Tspan5",0.203516666380997
"Jun",0.203471009780762
"Psmd5",0.201831554301706
"Spry1",0.200809757553722
"Cnot6l",0.200545541593373
"Dab2",0.200181769106299
"Sash1",0.200154537026739
"Rab11fip1",0.200079174472793
"Smurf2",0.200072750183591
"Rhobtb1",0.199944562300572
"Emcn",0.199284371919919
"Mfsd2a",0.198983253174908
"Paqr7",0.19892741651431
"Fam176b",0.198869523442002
"Pear1",0.198598895139902
"2610019F03Rik",0.198518099790731
"St3gal6",0.197268164985374
"Ndufa3",0.196303443929108
"Ism1",0.196161716323622
"Arf6",0.194923412189607
"Cyp2d22",0.194812830529628
"Mll3",0.194716212961949
"Flt4",0.194424627949682
"Rassf9",0.192675782248641
"D830031N03Rik",0.191172548658073
"Cab39",0.190390681870653
"Kifc3",0.190192152607235
"Gnb4",0.189771955437471
"Ctdsp2",0.189657183811908
"Lmo2",0.189540726043186
"Arap3",0.189396536011524
"Foxl2",0.188400837663152
"Arhgap31",0.188351818448335
"Eno1",0.187651077731511
"Klf16",0.187643208773364
"Apbb2",0.187586942448189
"Wipi1",0.187086208856346
