"","x"
"Itm2a",0.282206801529377
"Fam176b",0.281471945951354
"Mff",0.28101955470046
"Slc39a10",0.280569797882405
"Add3",0.278600338519853
"Pkig",0.278283578420201
"Slc31a1",0.277866512929864
"Anp32a",0.275755885736228
"St3gal6",0.27566091704074
"Tm4sf1",0.27559014917329
"F11r",0.27537956390555
"Stra6",0.275371652954581
"Ets1",0.275042434970915
"St6galnac2",0.274857085176835
"Sept2",0.274070222068132
"Tprgl",0.273811540035548
"Abcb1a",0.273499609870212
"Spry1",0.273439006599525
"Nsmce1",0.27227947607818
"Lipa",0.272107574822555
"Mcf2l",0.271742922419013
"Rab11fip1",0.271256638665384
"Net1",0.271224637798678
"Cd320",0.270813168839257
"Gimap9",0.270587562073507
"Acot8",0.270388424556911
"Pak2",0.26927163774248
"Notch1",0.268567683452321
"Tmem160",0.267256957229141
"Smox",0.267085246452391
"Thbd",0.266941228917837
"Mfsd2a",0.266433016155118
"Csrp2",0.266377642779432
"Mt2",0.265914086548599
"Tbx1",0.265744554537721
"Gpcpd1",0.264885963819401
"Anxa4",0.264767049598475
"Jund",0.263429489481969
"Anxa5",0.263262500577653
"Adamts1",0.262610298960161
"Grrp1",0.262550516827665
"Arpc2",0.261955443476756
"Gadd45g",0.261679256665161
"Vwa1",0.261482922934557
"Ankrd37",0.260488278275253
"Tcf4",0.260284005620281
"Maoa",0.260272274909896
"Vim",0.25922240068628
"Prickle1",0.258487117223101
"Cdk19",0.258343373047147
"S100a11",0.258275189450047
"Ndrg1",0.258239600990927
"Nrbp1",0.257604186710003
"Osmr",0.257591995020506
"Nfkbiz",0.256019236421772
"Itpripl1",0.255810292085542
"Vwf",0.25506895543964
"Gm5506",0.25426587178716
"Bfar",0.254235655786424
"Lgals3bp",0.254166868667574
"Cdc42ep3",0.253731740820221
"Apoe",0.253198986586145
"Jun",0.253072893305448
"Golm1",0.251990118357706
"Kif2a",0.251275960008003
"Scgb3a1",0.251132168376331
"Hspa12b",0.250867785225882
"0610009D07Rik",0.250183224981123
"Csnk2a1",0.249282039769841
"Ppapdc2",0.249051403761437
"Sp100",0.248325092138803
"Slc25a5",0.248006610593034
"Ctsc",0.24799751068777
"A930038C07Rik",0.247988736125263
"Myo1b",0.247925393397906
"Ctdsp1",0.24687818953379
"Gpr146",0.246739572128341
"Esam",0.246473271489691
"Eltd1",0.245415401441331
"Crispld1",0.24534117882337
"Cnot8",0.24499611926994
"Layn",0.244690489204862
"Sqstm1",0.243848708705823
"Anxa2",0.242551810790052
"Hs3st1",0.242196579324939
"Zmiz1",0.242164518635967
"Paqr7",0.241622486699533
"Cnbp",0.241531080144604
"Tapbp",0.241341516413936
"BC013529",0.241296565458813
"Ndufa8",0.241261310243299
"Wbp2",0.241133972157492
"Abcg2",0.240604711964311
"Ier3ip1",0.240489587103801
"Ccdc85b",0.239543158615295
"Sox17",0.238767624869481
"Synm",0.238661365081774
"Thoc2",0.238460514398704
"Mphosph10",0.235474764038558
"Pigp",0.235381089113966
"Hpcal1",0.234596960819026
"Ost4",0.23418313057493
