"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","Ints12",3.89750392803124,-6.67459024017102,1.36637420113355,-4.88489188000897,1.03485624915346e-06,0.0116680042092053
"2","Edc4",3.48746263331291,-6.13529589627396,1.45178703727883,-4.22603022256881,2.37850060613873e-05,0.134087971671071
"3","Dnajc14",4.8600990325081,-4.24820213026954,1.05949490367892,-4.00964848015632,6.08092057894793e-05,0.173177107869214
"4","Ddit4l",3.9136168564716,-5.63631959950151,1.40654099135407,-4.00722029016405,6.14375548981689e-05,0.173177107869214
"5","Nrip1",3.24402083848521,-5.62974699816428,1.49908601630909,-3.75545294727338,0.00017302826735557,0.329890895582426
"6","Dnaja4",5.81720290642847,-2.57013811354118,0.685036702240848,-3.75182542064376,0.000175551696097078,0.329890895582426
"7","Def6",5.80361868352689,-2.83449808875996,0.774684538968217,-3.65890623367179,0.000253293987608916,0.407984244327219
"8","Capza1",3.46192770329757,-4.18081833121638,1.22256402257217,-3.4197132044016,0.000626871875003117,0.791708555857669
"9","Tead4",2.30655189762801,-5.99888406259005,1.7733292504989,-3.38283714707934,0.000717411600616004,0.791708555857669
"10","Zfc3h1",3.00770161782057,-5.28931974931034,1.56966302649085,-3.36971672266192,0.00075245494397294,0.791708555857669
"11","Mms19",3.23578812107459,-4.6832455692188,1.40714993137433,-3.32817808877322,0.000874159660007709,0.791708555857669
"12","Egfl8",2.35225114655572,-5.66574329617217,1.70380842901221,-3.32534057215393,0.000883105894548946,0.791708555857669
"13","Zfp91",2.77195569399184,-5.07447244422117,1.53025358133846,-3.31609904796479,0.000912834698549863,0.791708555857669
"14","Mkrn2",3.67717068251699,-3.84274809467008,1.17161560063078,-3.27987105378351,0.00103854541822065,0.83639997074556
"15","Cyyr1",3.71622282978663,-4.41925975404053,1.37000907526985,-3.22571567868633,0.00125658118580552,0.901745385980797
"16","Pcgf3",2.0989465820772,-5.88636706992585,1.82777626471327,-3.22050744588768,0.00127963868520557,0.901745385980797
"17","Becn1",5.98578811178189,-1.97642071089126,0.628926121700028,-3.14253239402565,0.00167493178391266,0.999677319386021
"18","Glt25d1",3.54293228591797,-3.40968851850168,1.09157005594176,-3.12365523398308,0.00178619615900401,0.999677319386021
"19","Itpkb",5.2996535891327,-2.61086410172685,0.835837316239114,-3.12365103950437,0.00178622161951177,0.999677319386021
"20","Myo10",8.30796977883905,-1.49231210460304,0.481478414806492,-3.09943718910598,0.00193888683864904,0.999677319386021
"21","Ankrd37",4.02907854844044,4.12891087295788,1.34835079651583,3.06219337254598,0.00219721459368332,0.999677319386021
"22","Sik2",2.41670874317065,-4.87260799002121,1.619126216742,-3.00940590031693,0.00261759150147047,0.999677319386021
"23","Ccdc50",3.92128919159372,-3.5421654767207,1.2007994430739,-2.9498393733871,0.00317939177619026,0.999677319386021
"24","Rangap1",2.21688036017953,-5.1114597161424,1.7331032565049,-2.94931054855354,0.00318483771283828,0.999677319386021
"25","Alg10b",1.91564167710885,-5.6860883834696,1.93066164179215,-2.94515012904666,0.00322797993054746,0.999677319386021
"26","Ttl",3.32876643036978,-6.23259869984618,2.12119900593082,-2.93824326827421,0.00330077910667741,0.999677319386021
"27","Irf2",3.07454195383006,3.82494682833546,1.3033494123739,2.93470560697055,0.00333864280026384,0.999677319386021
"28","Tmem41a",2.32061551673824,-5.12370369226698,1.75727038285608,-2.91571732059778,0.00354871865482511,0.999677319386021
"29","1300018J18Rik",2.43008441885301,-5.17114522110522,1.78439819002245,-2.89797717237102,0.00375577925128148,0.999677319386021
"30","Gm5141",5.48603271316618,-6.53104696934868,2.25689547488726,-2.89381898365272,0.00380587499174239,0.999677319386021
"31","Adprhl2",3.89245365107199,-2.8087041469552,0.978966902642895,-2.86904913677123,0.00411707833692164,0.999677319386021
"32","Map4k3",3.63756234410499,-2.7898382522774,0.976866126477099,-2.85590643043226,0.00429141584511487,0.999677319386021
"33","Esyt1",6.53284260883218,-1.85733697344656,0.660181125616562,-2.81337484726172,0.00490244656429913,0.999677319386021
"34","Fam40a",4.17277473652506,-2.80615680679883,1.00164508930258,-2.8015480101367,0.00508580730600084,0.999677319386021
"35","Trim44",2.8101222311127,-3.76083652247115,1.34736001479264,-2.79126327127197,0.0052502747863203,0.999677319386021
"36","Trim16",5.78442480917772,-2.03566667589595,0.73058503866982,-2.78635144185583,0.00533050450197332,0.999677319386021
"37","Ddx3y",3.14557786723562,-4.04085536768706,1.45730999760768,-2.77281798266706,0.00555731951083336,0.999677319386021
"38","Limd1",2.8960961337817,-3.98452617352062,1.43866920679458,-2.76959161612857,0.00561266169250896,0.999677319386021
"39","AI467606",3.83922703985055,-3.05139820115582,1.10673570573374,-2.75711552934203,0.0058313744447814,0.999677319386021
"40","Zfp652",4.71677703151194,-7.04322605696583,2.5573605551367,-2.75409974663871,0.00588538281816689,0.999677319386021
"41","Rgs5",3.54668620251103,-3.6193425361291,1.31515061312442,-2.75203653483504,0.00592259130575268,0.999677319386021
"42","Dpp9",3.65910295833774,-3.45524136734851,1.25625033189064,-2.75044016278859,0.00595152601775098,0.999677319386021
"43","Sh3tc2",3.73296073825321,-6.08102038690908,2.21376498684298,-2.74691325549472,0.00601590433349701,0.999677319386021
"44","Akap13",6.19524918641792,-1.91923828018194,0.701489034581358,-2.73594908198005,0.00622006497426248,0.999677319386021
"45","Rab3d",4.1667325030812,-4.99089928231139,1.82990752808543,-2.72740518616982,0.00638345999128016,0.999677319386021
"46","Arhgef1",5.35536553164762,-1.88129158985171,0.695452264439563,-2.70513403442257,0.00682768341142839,0.999677319386021
