"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044853","GO:0044853","plasma membrane raft","6/178","136/28739",0.000209599428208985,0.0444256341340036,0.0390284557884796,"Nos3/Scarb1/Ehd2/Hk1/Orai1/Lipe",6
"GO:0005901","GO:0005901","caveola","5/178","96/28739",0.000334027324315817,0.0444256341340036,0.0390284557884796,"Nos3/Scarb1/Ehd2/Hk1/Lipe",5
